mes,dia,hora,temperatura,humedad,viento,alquiladas
7,0,6,0.64,0.73,0.1642,18
7,0,7,0.66,0.69,0.2537,40
7,0,8,0.7,0.65,0.2239,127
7,0,9,0.72,0.62,0.2537,226
7,0,10,0.74,0.62,0.0,381
7,0,11,0.76,0.55,0.2239,509
7,0,12,0.76,0.55,0.3284,511
7,0,13,0.8,0.49,0.2239,483
7,0,14,0.8,0.46,0.19399999999999998,522
7,0,15,0.8,0.43,0.1343,501
7,0,16,0.8,0.43,0.1343,521
7,0,17,0.82,0.41,0.1642,531
7,0,18,0.8,0.41,0.2985,419
7,0,19,0.76,0.55,0.1642,443
7,0,20,0.74,0.66,0.1045,303
7,0,21,0.72,0.7,0.1343,271
7,0,22,0.7,0.7,0.1045,148
7,0,23,0.7,0.7,0.0,100
7,1,0,0.7,0.74,0.0896,58
7,1,1,0.7,0.74,0.0,19
7,1,2,0.68,0.74,0.0,8
7,1,3,0.66,0.83,0.0,3
7,1,4,0.66,0.83,0.0,5
7,1,5,0.66,0.83,0.1045,47
7,1,6,0.66,0.83,0.1642,161
7,1,7,0.7,0.79,0.0896,469
7,1,8,0.72,0.74,0.1045,751
7,1,9,0.74,0.7,0.0,293
7,1,10,0.74,0.66,0.2239,189
7,1,11,0.78,0.55,0.1343,215
7,1,12,0.76,0.58,0.1045,278
7,1,13,0.8,0.49,0.1642,226
7,1,14,0.8,0.49,0.2239,254
7,1,15,0.8,0.49,0.2537,236
7,1,16,0.8,0.49,0.2836,425
7,1,17,0.76,0.55,0.3284,827
7,1,18,0.76,0.58,0.4179,812
7,1,19,0.82,0.52,0.1642,665
7,1,20,0.72,0.7,0.2239,462
7,1,21,0.72,0.7,0.19399999999999998,322
7,1,22,0.7,0.74,0.2239,230
7,1,23,0.7,0.74,0.19399999999999998,150
7,2,0,0.68,0.79,0.1343,38
7,2,1,0.66,0.83,0.1343,21
7,2,2,0.66,0.83,0.1343,8
7,2,3,0.66,0.83,0.0896,6
7,2,4,0.66,0.83,0.0896,6
7,2,5,0.66,0.83,0.1642,45
7,2,6,0.64,0.89,0.1642,194
7,2,7,0.68,0.83,0.2239,513
7,2,8,0.7,0.79,0.1343,760
7,2,9,0.72,0.7,0.1045,333
7,2,10,0.72,0.66,0.0,227
7,2,11,0.76,0.58,0.0,224
7,2,12,0.8,0.46,0.0,248
7,2,13,0.8,0.55,0.2836,288
7,2,14,0.8,0.55,0.2836,260
7,2,15,0.76,0.62,0.1343,144
7,2,16,0.76,0.58,0.2239,402
7,2,17,0.78,0.52,0.2239,820
7,2,18,0.76,0.55,0.2836,857
7,2,19,0.74,0.62,0.3582,614
7,2,20,0.7,0.7,0.19399999999999998,452
7,2,21,0.68,0.79,0.19399999999999998,352
7,2,22,0.68,0.74,0.2537,257
7,2,23,0.66,0.83,0.1642,147
8,3,0,0.68,0.79,0.1642,47
8,3,1,0.66,0.83,0.0896,33
8,3,2,0.64,0.83,0.1045,13
8,3,3,0.64,0.83,0.1045,7
8,3,4,0.64,0.78,0.1343,4
8,3,5,0.64,0.78,0.1343,49
8,3,6,0.64,0.78,0.1343,185
8,3,7,0.64,0.83,0.1343,487
8,3,8,0.66,0.78,0.19399999999999998,681
8,3,9,0.68,0.74,0.0896,350
8,3,10,0.72,0.66,0.0896,236
8,3,11,0.76,0.58,0.0896,234
8,3,12,0.8,0.49,0.1045,284
8,3,13,0.8,0.52,0.1642,280
8,3,14,0.82,0.46,0.1642,263
8,3,15,0.82,0.46,0.1642,295
8,3,16,0.8,0.55,0.2836,479
8,3,17,0.8,0.49,0.1642,837
8,3,18,0.76,0.62,0.2239,891
8,3,19,0.74,0.66,0.2537,652
8,3,20,0.74,0.66,0.1642,513
8,3,21,0.72,0.7,0.1343,320
8,3,22,0.72,0.7,0.1045,288
8,3,23,0.7,0.74,0.0,152
8,4,0,0.7,0.74,0.0,63
8,4,1,0.68,0.79,0.1045,42
8,4,2,0.66,0.83,0.0896,11
8,4,3,0.66,0.83,0.0,6
8,4,4,0.66,0.83,0.0,9
8,4,5,0.66,0.89,0.1343,41
8,4,6,0.66,0.83,0.0,183
8,4,7,0.7,0.79,0.0,473
8,4,8,0.72,0.74,0.1045,739
8,4,9,0.76,0.66,0.1045,343
8,4,10,0.8,0.55,0.0,181
8,4,11,0.82,0.52,0.1045,226
8,4,12,0.84,0.44,0.1343,286
8,4,13,0.86,0.44,0.2239,310
8,4,14,0.86,0.41,0.1343,225
8,4,15,0.78,0.62,0.4627,270
8,4,16,0.82,0.46,0.19399999999999998,406
8,4,17,0.82,0.52,0.2537,865
8,4,18,0.8,0.59,0.2239,767
8,4,19,0.8,0.63,0.1642,607
8,4,20,0.78,0.66,0.0,427
8,4,21,0.76,0.66,0.2239,342
8,4,22,0.74,0.7,0.19399999999999998,262
8,4,23,0.72,0.7,0.2537,177
8,5,0,0.72,0.7,0.19399999999999998,71
8,5,1,0.7,0.74,0.19399999999999998,43
8,5,2,0.68,0.79,0.2239,14
8,5,3,0.68,0.79,0.2239,6
8,5,4,0.66,0.83,0.2537,12
8,5,5,0.66,0.83,0.1642,37
8,5,6,0.66,0.83,0.2239,163
8,5,7,0.7,0.74,0.1045,421
8,5,8,0.72,0.7,0.1343,668
8,5,9,0.74,0.66,0.1045,396
8,5,10,0.8,0.52,0.19399999999999998,249
8,5,11,0.84,0.49,0.2836,263
8,5,12,0.86,0.5,0.2985,338
8,5,13,0.86,0.47,0.2836,345
8,5,14,0.86,0.44,0.2537,331
8,5,15,0.88,0.42,0.2537,380
8,5,16,0.86,0.41,0.2239,492
8,5,17,0.84,0.53,0.2836,741
8,5,18,0.82,0.59,0.2537,671
8,5,19,0.8,0.63,0.2239,469
8,5,20,0.78,0.66,0.2239,389
8,5,21,0.76,0.66,0.19399999999999998,278
8,5,22,0.76,0.7,0.2537,202
8,5,23,0.74,0.79,0.1343,196
8,6,0,0.74,0.79,0.1642,161
8,6,1,0.72,0.84,0.19399999999999998,122
8,6,2,0.72,0.84,0.1343,84
8,6,3,0.72,0.84,0.1343,30
8,6,4,0.72,0.79,0.19399999999999998,13
8,6,5,0.7,0.84,0.2239,17
8,6,6,0.7,0.84,0.2239,49
8,6,7,0.72,0.77,0.1642,67
8,6,8,0.74,0.72,0.19399999999999998,181
8,6,9,0.78,0.65,0.2239,278
8,6,10,0.82,0.57,0.19399999999999998,396
8,6,11,0.86,0.47,0.2537,470
8,6,12,0.86,0.4,0.3582,547
8,6,13,0.88,0.42,0.2985,527
8,6,14,0.88,0.4,0.3881,472
8,6,15,0.88,0.42,0.4179,489
8,6,16,0.9,0.39,0.2985,450
8,6,17,0.88,0.37,0.2985,492
8,6,18,0.86,0.41,0.3284,490
8,6,19,0.82,0.52,0.3582,397
8,6,20,0.82,0.52,0.2985,312
8,6,21,0.8,0.59,0.2537,289
8,6,22,0.76,0.66,0.2836,269
8,6,23,0.76,0.66,0.2985,222
8,0,0,0.74,0.7,0.2836,153
8,0,1,0.74,0.7,0.2537,87
8,0,2,0.74,0.7,0.2985,73
8,0,3,0.72,0.74,0.2537,41
8,0,4,0.72,0.74,0.2537,14
8,0,5,0.72,0.74,0.2537,19
8,0,6,0.72,0.79,0.2537,19
8,0,7,0.74,0.74,0.2985,68
8,0,8,0.76,0.66,0.3284,108
8,0,9,0.8,0.59,0.3582,229
8,0,10,0.8,0.59,0.4179,364
8,0,11,0.82,0.56,0.4179,437
8,0,12,0.86,0.47,0.5224,491
8,0,13,0.88,0.44,0.4627,523
8,0,14,0.9,0.42,0.4627,526
8,0,15,0.9,0.37,0.5224,450
8,0,16,0.82,0.46,0.2537,421
8,0,17,0.82,0.46,0.2537,382
8,0,18,0.7,0.74,0.1343,229
8,0,19,0.7,0.84,0.2239,185
8,0,20,0.7,0.84,0.1045,193
8,0,21,0.72,0.79,0.1045,208
8,0,22,0.72,0.79,0.0896,157
8,0,23,0.72,0.79,0.1642,87
8,1,0,0.72,0.79,0.0,33
8,1,1,0.72,0.79,0.0896,11
8,1,2,0.72,0.79,0.1343,5
8,1,3,0.72,0.79,0.0896,5
8,1,4,0.72,0.74,0.1343,11
8,1,5,0.7,0.79,0.19399999999999998,25
8,1,6,0.7,0.79,0.2239,141
8,1,7,0.72,0.7,0.19399999999999998,407
8,1,8,0.7,0.79,0.0,605
8,1,9,0.7,0.79,0.1642,276
8,1,10,0.74,0.7,0.2239,213
8,1,11,0.76,0.66,0.1343,260
8,1,12,0.78,0.55,0.0896,285
8,1,13,0.8,0.49,0.2239,289
8,1,14,0.82,0.46,0.0,287
8,1,15,0.82,0.46,0.1343,274
8,1,16,0.84,0.41,0.1045,451
8,1,17,0.82,0.41,0.0,858
8,1,18,0.82,0.41,0.1343,843
8,1,19,0.78,0.59,0.19399999999999998,640
8,1,20,0.76,0.66,0.1642,457
8,1,21,0.74,0.7,0.19399999999999998,317
8,1,22,0.74,0.7,0.0896,207
8,1,23,0.72,0.74,0.19399999999999998,113
8,2,0,0.7,0.84,0.19399999999999998,47
8,2,1,0.7,0.84,0.1343,18
8,2,2,0.7,0.84,0.1343,13
8,2,3,0.7,0.84,0.0,6
8,2,4,0.68,0.83,0.1343,9
8,2,5,0.7,0.79,0.1045,36
8,2,6,0.7,0.79,0.19399999999999998,179
8,2,7,0.7,0.74,0.1343,502
8,2,8,0.7,0.7,0.1642,705
8,2,9,0.7,0.74,0.1343,327
8,2,10,0.74,0.7,0.1343,250
8,2,11,0.76,0.66,0.0896,214
8,2,12,0.8,0.55,0.1343,283
8,2,13,0.8,0.52,0.19399999999999998,253
8,2,14,0.82,0.46,0.0,261
8,2,15,0.8,0.52,0.0,306
8,2,16,0.76,0.66,0.2836,445
8,2,17,0.78,0.62,0.1343,868
8,2,18,0.76,0.62,0.1642,814
8,2,19,0.76,0.66,0.1045,610
8,2,20,0.74,0.7,0.1343,448
8,2,21,0.72,0.74,0.0,317
8,2,22,0.72,0.74,0.1045,224
8,2,23,0.72,0.79,0.0,138
8,3,0,0.7,0.84,0.0,58
8,3,1,0.72,0.79,0.0,23
8,3,2,0.7,0.84,0.0,6
8,3,3,0.7,0.84,0.0,7
8,3,4,0.7,0.84,0.0,7
8,3,5,0.68,0.89,0.1642,43
8,3,6,0.7,0.84,0.1642,173
8,3,7,0.7,0.84,0.1642,482
8,3,8,0.74,0.72,0.0896,737
8,3,9,0.76,0.66,0.0,341
8,3,10,0.8,0.52,0.1343,214
8,3,11,0.8,0.52,0.0,239
8,3,12,0.8,0.52,0.0,280
8,3,13,0.8,0.52,0.0,313
8,3,14,0.8,0.52,0.2537,236
8,3,15,0.84,0.44,0.19399999999999998,278
8,3,16,0.8,0.49,0.2836,441
8,3,17,0.8,0.55,0.2836,858
8,3,18,0.78,0.55,0.1642,862
8,3,19,0.76,0.66,0.2239,686
8,3,20,0.74,0.66,0.19399999999999998,500
8,3,21,0.74,0.66,0.1045,381
8,3,22,0.72,0.74,0.1045,233
8,3,23,0.72,0.7,0.1343,136
8,4,0,0.72,0.74,0.19399999999999998,67
8,4,1,0.7,0.79,0.1343,28
8,4,2,0.7,0.84,0.0896,14
8,4,3,0.68,0.83,0.0896,6
8,4,4,0.68,0.89,0.1343,10
8,4,5,0.66,0.94,0.0,41
8,4,6,0.66,0.83,0.1642,167
8,4,7,0.7,0.84,0.1642,475
8,4,8,0.72,0.74,0.1045,698
8,4,9,0.76,0.66,0.1642,353
8,4,10,0.8,0.55,0.2239,205
8,4,11,0.84,0.44,0.0,260
8,4,12,0.84,0.44,0.1045,277
8,4,13,0.86,0.41,0.1045,281
8,4,14,0.88,0.32,0.2239,247
8,4,15,0.88,0.32,0.2239,267
8,4,16,0.86,0.39,0.2537,417
8,4,17,0.86,0.36,0.2537,810
8,4,18,0.82,0.46,0.2537,811
8,4,19,0.8,0.55,0.19399999999999998,623
8,4,20,0.7,0.54,0.2836,478
8,4,21,0.7,0.58,0.1642,336
8,4,22,0.66,0.69,0.2239,259
8,4,23,0.66,0.74,0.0,156
8,5,0,0.7,0.65,0.0896,85
8,5,1,0.7,0.65,0.1045,41
8,5,2,0.7,0.74,0.1642,20
8,5,3,0.72,0.79,0.19399999999999998,9
8,5,4,0.7,0.84,0.2836,7
8,5,5,0.7,0.84,0.2836,33
8,5,6,0.64,0.89,0.2985,44
8,5,7,0.64,0.89,0.1045,133
8,5,8,0.62,0.91,0.1642,119
8,5,9,0.64,0.89,0.0,220
8,5,10,0.66,0.89,0.1045,193
8,5,11,0.68,0.79,0.1343,251
8,5,12,0.74,0.66,0.3582,315
8,5,13,0.76,0.58,0.3582,290
8,5,14,0.76,0.58,0.3582,307
8,5,15,0.8,0.52,0.4478,324
8,5,16,0.78,0.55,0.2985,467
8,5,17,0.8,0.52,0.2836,730
8,5,18,0.76,0.62,0.2985,640
8,5,19,0.76,0.62,0.2836,492
8,5,20,0.74,0.66,0.2985,370
8,5,21,0.74,0.66,0.2537,286
8,5,22,0.72,0.74,0.2836,218
8,5,23,0.72,0.7,0.2836,192
8,6,0,0.7,0.7,0.2836,180
8,6,1,0.66,0.74,0.2239,116
8,6,2,0.64,0.78,0.19399999999999998,85
8,6,3,0.62,0.83,0.1642,21
8,6,4,0.62,0.83,0.1045,10
8,6,5,0.62,0.88,0.1045,11
8,6,6,0.62,0.88,0.1045,23
8,6,7,0.64,0.83,0.0896,62
8,6,8,0.66,0.83,0.1045,162
8,6,9,0.68,0.79,0.19399999999999998,271
8,6,10,0.72,0.62,0.0896,407
8,6,11,0.74,0.66,0.1642,499
8,6,12,0.76,0.58,0.2239,546
8,6,13,0.8,0.49,0.3582,569
8,6,14,0.8,0.49,0.2985,538
8,6,15,0.8,0.46,0.2836,562
8,6,16,0.8,0.46,0.2985,531
8,6,17,0.74,0.66,0.3582,512
8,6,18,0.7,0.74,0.2985,300
8,6,19,0.66,0.89,0.1045,275
8,6,20,0.66,0.89,0.4179,160
8,6,21,0.66,0.89,0.1642,128
8,6,22,0.66,0.89,0.1642,168
8,6,23,0.66,0.78,0.1642,163
8,0,0,0.64,0.73,0.1343,120
8,0,1,0.62,0.78,0.1343,113
8,0,2,0.64,0.69,0.1343,86
8,0,3,0.62,0.73,0.0896,48
8,0,4,0.64,0.69,0.0896,10
8,0,5,0.64,0.61,0.19399999999999998,10
8,0,6,0.64,0.65,0.1642,16
8,0,7,0.64,0.65,0.1343,39
8,0,8,0.66,0.54,0.2239,119
8,0,9,0.7,0.48,0.2239,217
8,0,10,0.7,0.51,0.1642,328
8,0,11,0.74,0.42,0.1642,449
8,0,12,0.74,0.42,0.19399999999999998,505
8,0,13,0.78,0.4,0.0,543
8,0,14,0.76,0.4,0.19399999999999998,579
8,0,15,0.76,0.4,0.1343,577
8,0,16,0.76,0.4,0.1045,513
8,0,17,0.8,0.33,0.0,505
8,0,18,0.78,0.35,0.1045,491
8,0,19,0.74,0.4,0.1343,465
8,0,20,0.72,0.45,0.0,300
8,0,21,0.72,0.51,0.0896,220
8,0,22,0.7,0.58,0.1343,181
8,0,23,0.68,0.61,0.0,110
8,1,0,0.66,0.65,0.1045,47
8,1,1,0.66,0.65,0.0896,14
8,1,2,0.64,0.69,0.1045,9
8,1,3,0.64,0.69,0.0,6
8,1,4,0.64,0.69,0.1045,11
8,1,5,0.64,0.69,0.1045,36
8,1,6,0.62,0.73,0.0896,159
8,1,7,0.66,0.65,0.1343,436
8,1,8,0.72,0.51,0.0896,673
8,1,9,0.74,0.45,0.0,305
8,1,10,0.76,0.4,0.0,199
8,1,11,0.76,0.4,0.0896,245
8,1,12,0.78,0.4,0.19399999999999998,276
8,1,13,0.78,0.4,0.1642,254
8,1,14,0.8,0.33,0.1045,248
8,1,15,0.82,0.34,0.2239,274
8,1,16,0.8,0.36,0.0896,464
8,1,17,0.8,0.36,0.1642,818
8,1,18,0.76,0.52,0.2836,812
8,1,19,0.74,0.58,0.1642,555
8,1,20,0.74,0.62,0.2239,432
8,1,21,0.72,0.66,0.19399999999999998,290
8,1,22,0.72,0.62,0.3284,192
8,1,23,0.7,0.7,0.2239,128
8,2,0,0.7,0.74,0.2239,60
8,2,1,0.68,0.79,0.2537,27
8,2,2,0.68,0.83,0.19399999999999998,11
8,2,3,0.68,0.83,0.19399999999999998,3
8,2,4,0.68,0.83,0.19399999999999998,5
8,2,5,0.68,0.89,0.19399999999999998,36
8,2,6,0.64,0.83,0.19399999999999998,64
8,2,7,0.66,0.83,0.0896,179
8,2,8,0.66,0.89,0.0896,618
8,2,9,0.7,0.74,0.0,402
8,2,10,0.7,0.79,0.1045,208
8,2,11,0.74,0.62,0.0,196
8,2,12,0.78,0.49,0.1343,300
8,2,13,0.8,0.46,0.0896,286
8,2,14,0.82,0.41,0.2239,255
8,2,15,0.82,0.46,0.2239,283
8,2,16,0.82,0.43,0.2239,458
8,2,17,0.76,0.66,0.2537,812
8,2,18,0.76,0.62,0.2836,854
8,2,19,0.76,0.66,0.19399999999999998,627
8,2,20,0.74,0.74,0.2239,436
8,2,21,0.74,0.62,0.2239,308
8,2,22,0.72,0.66,0.0896,189
8,2,23,0.72,0.66,0.1642,167
8,3,0,0.7,0.61,0.19399999999999998,60
8,3,1,0.7,0.61,0.0,37
8,3,2,0.68,0.65,0.0,8
8,3,3,0.66,0.74,0.1045,11
8,3,4,0.64,0.83,0.1045,4
8,3,5,0.64,0.78,0.1045,39
8,3,6,0.64,0.78,0.1045,172
8,3,7,0.66,0.69,0.19399999999999998,492
8,3,8,0.7,0.65,0.2836,682
8,3,9,0.72,0.62,0.19399999999999998,367
8,3,10,0.72,0.62,0.19399999999999998,233
8,3,11,0.74,0.58,0.19399999999999998,235
8,3,12,0.74,0.55,0.2239,307
8,3,13,0.78,0.49,0.19399999999999998,294
8,3,14,0.76,0.52,0.2985,255
8,3,15,0.76,0.52,0.2537,266
8,3,16,0.76,0.48,0.19399999999999998,431
8,3,17,0.74,0.55,0.2836,851
8,3,18,0.74,0.51,0.2239,848
8,3,19,0.7,0.61,0.1343,649
8,3,20,0.7,0.61,0.1343,427
8,3,21,0.7,0.61,0.19399999999999998,315
8,3,22,0.7,0.61,0.1642,226
8,3,23,0.68,0.65,0.1045,138
8,4,0,0.66,0.69,0.0,76
8,4,1,0.64,0.73,0.0,21
8,4,2,0.64,0.69,0.19399999999999998,15
8,4,3,0.62,0.73,0.2537,4
8,4,4,0.62,0.73,0.2239,5
8,4,5,0.6,0.78,0.1642,37
8,4,6,0.6,0.78,0.1642,165
8,4,7,0.64,0.69,0.2239,464
8,4,8,0.68,0.61,0.19399999999999998,682
8,4,9,0.72,0.54,0.1045,337
8,4,10,0.74,0.48,0.1343,199
8,4,11,0.76,0.37,0.0896,274
8,4,12,0.8,0.33,0.1045,343
8,4,13,0.8,0.31,0.2239,300
8,4,14,0.82,0.32,0.0,248
8,4,15,0.8,0.33,0.2537,260
8,4,16,0.82,0.32,0.2239,419
8,4,17,0.82,0.34,0.19399999999999998,897
8,4,18,0.8,0.36,0.0,832
8,4,19,0.76,0.4,0.1045,677
8,4,20,0.76,0.4,0.0896,514
8,4,21,0.74,0.48,0.19399999999999998,356
8,4,22,0.72,0.51,0.1642,254
8,4,23,0.7,0.54,0.1045,226
8,5,0,0.68,0.57,0.1642,88
8,5,1,0.66,0.65,0.1045,54
8,5,2,0.66,0.61,0.1343,19
8,5,3,0.64,0.65,0.1045,6
8,5,4,0.64,0.73,0.1642,9
8,5,5,0.64,0.73,0.1045,36
8,5,6,0.62,0.78,0.1343,157
8,5,7,0.64,0.73,0.1045,379
8,5,8,0.68,0.65,0.1343,668
8,5,9,0.7,0.58,0.1045,378
8,5,10,0.74,0.55,0.1642,231
8,5,11,0.76,0.52,0.2836,303
8,5,12,0.82,0.41,0.2239,365
8,5,13,0.84,0.36,0.3881,357
8,5,14,0.86,0.34,0.4179,328
8,5,15,0.86,0.3,0.4627,383
8,5,16,0.84,0.32,0.4478,488
8,5,17,0.82,0.36,0.3284,791
8,5,18,0.82,0.38,0.2537,669
8,5,19,0.74,0.55,0.3881,491
8,5,20,0.72,0.58,0.2239,359
8,5,21,0.68,0.69,0.2985,255
8,5,22,0.66,0.83,0.19399999999999998,213
8,5,23,0.64,0.83,0.2239,121
8,6,0,0.64,0.83,0.2239,105
8,6,1,0.62,0.94,0.1642,92
8,6,2,0.62,0.88,0.1642,43
8,6,3,0.62,0.88,0.19399999999999998,30
8,6,4,0.62,0.73,0.2239,13
8,6,5,0.6,0.78,0.2537,9
8,6,6,0.6,0.83,0.2239,27
8,6,7,0.6,0.83,0.2239,64
8,6,8,0.64,0.69,0.2537,189
8,6,9,0.66,0.65,0.2836,292
8,6,10,0.7,0.54,0.1642,480
8,6,11,0.72,0.51,0.0,536
8,6,12,0.76,0.37,0.19399999999999998,654
8,6,13,0.74,0.4,0.19399999999999998,644
8,6,14,0.76,0.37,0.2836,598
8,6,15,0.76,0.37,0.2239,596
8,6,16,0.76,0.37,0.2537,641
8,6,17,0.76,0.37,0.2239,635
8,6,18,0.74,0.37,0.1642,554
8,6,19,0.7,0.45,0.1642,488
8,6,20,0.7,0.45,0.1045,341
8,6,21,0.66,0.61,0.0,338
8,6,22,0.66,0.61,0.0,261
8,6,23,0.64,0.65,0.0896,235
8,0,0,0.66,0.57,0.0896,187
8,0,1,0.64,0.65,0.0,131
8,0,2,0.62,0.69,0.0896,119
8,0,3,0.62,0.61,0.1642,55
8,0,4,0.62,0.65,0.1642,26
8,0,5,0.6,0.73,0.1343,11
8,0,6,0.62,0.69,0.1045,20
8,0,7,0.62,0.69,0.1343,41
8,0,8,0.64,0.69,0.1045,124
8,0,9,0.66,0.74,0.0,270
8,0,10,0.68,0.69,0.0,425
8,0,11,0.64,0.78,0.1642,272
8,0,12,0.64,0.73,0.0,298
8,0,13,0.64,0.83,0.1343,162
8,0,14,0.64,0.73,0.0,149
8,0,15,0.64,0.65,0.0,276
8,0,16,0.66,0.65,0.0,356
8,0,17,0.64,0.78,0.1045,343
8,0,18,0.64,0.78,0.1045,377
8,0,19,0.64,0.73,0.1343,341
8,0,20,0.64,0.73,0.19399999999999998,274
8,0,21,0.62,0.78,0.0896,190
8,0,22,0.62,0.78,0.1642,56
8,0,23,0.62,0.73,0.0,46
8,1,0,0.6,0.83,0.1045,26
8,1,1,0.6,0.83,0.1642,10
8,1,2,0.6,0.83,0.1642,5
8,1,3,0.6,0.88,0.1045,3
8,1,4,0.6,0.83,0.0896,7
8,1,5,0.6,0.83,0.0,37
8,1,6,0.6,0.78,0.1343,161
8,1,7,0.62,0.78,0.1343,442
8,1,8,0.62,0.73,0.1045,655
8,1,9,0.64,0.69,0.0,357
8,1,10,0.64,0.69,0.0896,193
8,1,11,0.66,0.65,0.1045,241
8,1,12,0.66,0.61,0.1045,282
8,1,13,0.7,0.58,0.1343,291
8,1,14,0.72,0.54,0.1642,275
8,1,15,0.72,0.54,0.2537,309
8,1,16,0.72,0.54,0.2537,460
8,1,17,0.7,0.58,0.2836,893
8,1,18,0.62,0.78,0.2537,815
8,1,19,0.62,0.78,0.19399999999999998,299
8,1,20,0.62,0.83,0.2836,261
8,1,21,0.6,0.83,0.0,245
8,1,22,0.6,0.83,0.0,161
8,1,23,0.6,0.83,0.0,102
8,2,0,0.6,0.83,0.0896,59
8,2,1,0.6,0.83,0.1343,33
8,2,2,0.58,0.88,0.2836,8
8,2,3,0.56,0.88,0.0,3
8,2,4,0.56,0.88,0.0,4
8,2,5,0.56,0.83,0.0896,34
8,2,6,0.56,0.83,0.1045,169
8,2,7,0.6,0.78,0.1045,519
8,2,8,0.6,0.78,0.1343,723
8,2,9,0.64,0.69,0.0,328
8,2,10,0.66,0.61,0.1045,178
8,2,11,0.7,0.54,0.0,256
8,2,12,0.72,0.45,0.0,305
8,2,13,0.74,0.4,0.0,331
8,2,14,0.76,0.37,0.0896,302
8,2,15,0.76,0.37,0.0,302
8,2,16,0.76,0.37,0.0,467
8,2,17,0.74,0.51,0.2836,878
8,2,18,0.72,0.54,0.2239,625
8,2,19,0.62,0.73,0.1045,476
8,2,20,0.64,0.73,0.0,358
8,2,21,0.64,0.73,0.0,280
8,2,22,0.64,0.78,0.0,232
8,2,23,0.62,0.83,0.0,136
8,3,0,0.62,0.83,0.1045,55
8,3,1,0.62,0.78,0.0,21
8,3,2,0.62,0.78,0.0,17
8,3,3,0.62,0.78,0.0,7
8,3,4,0.58,0.83,0.1045,8
8,3,5,0.6,0.78,0.0,40
8,3,6,0.62,0.73,0.0,187
8,3,7,0.62,0.78,0.0,553
8,3,8,0.64,0.73,0.0896,740
8,3,9,0.68,0.65,0.0,376
8,3,10,0.7,0.61,0.0896,225
8,3,11,0.72,0.58,0.0896,267
8,3,12,0.74,0.51,0.0,312
8,3,13,0.76,0.48,0.1045,316
8,3,14,0.76,0.45,0.1045,266
8,3,15,0.76,0.48,0.1343,316
8,3,16,0.74,0.55,0.2239,460
8,3,17,0.74,0.55,0.2239,783
8,3,18,0.66,0.61,0.2239,683
8,3,19,0.66,0.74,0.0,580
8,3,20,0.64,0.73,0.19399999999999998,391
8,3,21,0.64,0.73,0.0,351
8,3,22,0.64,0.73,0.0,281
8,3,23,0.64,0.83,0.0,140
8,4,0,0.64,0.78,0.0,60
8,4,1,0.62,0.83,0.0,25
8,4,2,0.62,0.83,0.0,20
8,4,3,0.62,0.83,0.0896,9
8,4,4,0.62,0.83,0.0,6
8,4,5,0.62,0.83,0.0,37
8,4,6,0.6,0.88,0.0896,192
8,4,7,0.62,0.83,0.0896,481
8,4,8,0.66,0.74,0.0896,707
8,4,9,0.7,0.7,0.0,412
8,4,10,0.74,0.58,0.0896,233
8,4,11,0.76,0.48,0.0896,278
8,4,12,0.78,0.38,0.0,332
8,4,13,0.82,0.38,0.0896,346
8,4,14,0.78,0.46,0.2239,305
8,4,15,0.78,0.46,0.1343,305
8,4,16,0.76,0.48,0.1642,465
8,4,17,0.76,0.45,0.2239,820
8,4,18,0.74,0.48,0.2239,941
8,4,19,0.72,0.51,0.0896,633
8,4,20,0.7,0.61,0.1045,474
8,4,21,0.7,0.61,0.1343,329
8,4,22,0.68,0.61,0.1045,198
8,4,23,0.66,0.69,0.0,157
8,5,0,0.66,0.69,0.0,111
8,5,1,0.64,0.73,0.0,42
8,5,2,0.66,0.69,0.0,16
8,5,3,0.64,0.73,0.0,8
8,5,4,0.64,0.73,0.0,8
8,5,5,0.64,0.78,0.0,38
8,5,6,0.62,0.83,0.0,151
8,5,7,0.64,0.78,0.0,425
8,5,8,0.66,0.74,0.0,744
8,5,9,0.72,0.58,0.0,389
8,5,10,0.76,0.48,0.0,262
8,5,11,0.76,0.48,0.1045,281
8,5,12,0.76,0.45,0.0896,371
8,5,13,0.8,0.41,0.1045,351
8,5,14,0.78,0.43,0.1045,338
8,5,15,0.76,0.48,0.1343,350
8,5,16,0.76,0.48,0.1343,515
8,5,17,0.74,0.51,0.2239,812
8,5,18,0.72,0.62,0.19399999999999998,736
8,5,19,0.72,0.58,0.1642,536
8,5,20,0.7,0.65,0.2239,363
8,5,21,0.7,0.61,0.1642,306
8,5,22,0.7,0.61,0.0,251
8,5,23,0.68,0.69,0.0896,178
8,6,0,0.7,0.61,0.0,135
8,6,1,0.68,0.69,0.0,115
8,6,2,0.66,0.74,0.0896,79
8,6,3,0.66,0.69,0.0896,38
8,6,4,0.66,0.69,0.1045,12
8,6,5,0.64,0.73,0.1642,14
8,6,6,0.64,0.78,0.1642,30
8,6,7,0.64,0.78,0.19399999999999998,102
8,6,8,0.66,0.74,0.2537,162
8,6,9,0.68,0.69,0.2836,288
8,6,10,0.7,0.65,0.2985,442
8,6,11,0.72,0.62,0.2836,457
8,6,12,0.72,0.54,0.3881,584
8,6,13,0.72,0.51,0.3582,517
8,6,14,0.66,0.65,0.2537,482
8,6,15,0.64,0.73,0.3284,233
